period,msn,seriesDescription,value,unit
2019,ENTCMUS,Fuel Ethanol Consumption in Million Gallons,14551.669,Million Gallons
2019,ENTCBUS,Fuel Ethanol Consumption in Trillion Btu,1231.695,Trillion Btu
2019,ENSCPUS,Fuel Ethanol Stock Change in Thousand Barrels,-1066,Thousand Barrels
2019,ENPSPUS,"Fuel Ethanol Stocks, End of Period in Thousand Barrels",22352,Thousand Barrels
2019,ENPRPUS,Fuel Ethanol Production in Thousand Barrels,375678,Thousand Barrels
2019,ENPRMUS,Fuel Ethanol Production in Million Gallons,15778.476,Million Gallons
2019,ENPRKUS,Fuel Ethanol Heat Content in Million Btu per Barrel,3.555,Million Btu per Barrel
2019,ENPRBUS,Fuel Ethanol Production in Trillion Btu,1335.535,Trillion Btu
2019,ENNIPUS,Fuel Ethanol Net Imports in Thousand Barrels,-30275.688,Thousand Barrels
2019,ENFDKUS,Fuel Ethanol Feedstock Factor in Million Btu per Barrel,5.79,Million Btu per Barrel
2019,ENDNPUS,Fuel Ethanol Denaturant in Thousand Barrels,6089,Thousand Barrels
2019,EMTCEUS,"Fuel Ethanol, Excluding Denaturant, CO2 Emissions in Million Metric Tons of Carbon Dioxide",82.558,Million Metric Tons of Carbon Dioxide
2019,EMTCBUS,"Fuel Ethanol, Excluding Denaturant, Consumption in Trillion Btu",1206.278,Trillion Btu
2019,EMLCBUS,"Fuel Ethanol, Excluding Denaturant, Losses and Co-products in Trillion Btu",831.945,Trillion Btu
2019,EMICBUS,"Fuel Ethanol, Excluding Denaturant, Consumed by the Industrial Sector in Trillion Btu",18.73,Trillion Btu
2019,EMFDBUS,"Fuel Ethanol, Excluding Denaturant, Feedstock in Trillion Btu",2139.92,Trillion Btu
2019,EMCCBUS,"Fuel Ethanol, Excluding Denaturant, Consumed by the Commercial Sector in Trillion Btu",25.934,Trillion Btu
2019,EMACBUS,"Fuel Ethanol, Excluding Denaturant, Consumed by the Transportation Sector in Trillion Btu",1161.614,Trillion Btu
2019,ELVHSUS,Electric Vehicle Share of Total Light-Duty Vehicles in Percent,.50353,Percent
2019,ELVHNUS,Electric Light-Duty Vehicles in Thousands of Registered Vehicles,1316.933,Thousands of Registered Vehicles
2019,ELUNPUS,Transmission and Distribution Losses and Unaccounted for in Million Kilowatthours,215198,Million Kilowatthours
2019,ELTCPUS,"Electricity End Use, Total in Million Kilowatthours",3954420.801,Million Kilowatthours
2019,ELNIPUS,Electricity Net Imports in Million Kilowatthours,39044,Million Kilowatthours
2019,ELNIBUS,Electric Power Sector Electricity Net Imports in Trillion Btu,133.22,Trillion Btu
2019,ELL9PUS,"Total Electric Power Sector, Net Summer Capacity in Million Kilowatts",1068.049,Million Kilowatts
2019,ELIMPUS,Electricity Imports in Million Kilowatthours,59052,Million Kilowatthours
2019,ELIMBUS,Electricity Imports in Trillion Btu,201.487,Trillion Btu
2019,ELI9PUS,"Total Industrial Sector, Net Summer Capacity in Million Kilowatts",26.491,Million Kilowatts
2019,ELI5PUS,"Electricity Net Generation Total (including from sources not shown), Industrial Sector in Million Kilowatthours",148537.402,Million Kilowatthours
2019,ELGVBUS,U.S. Government Electricity Consumption in Trillion Btu,178.2,Trillion Btu
2019,ELGBPUS,"Total Electric, Net Summer Capacity in Million Kilowatts",1099.11,Million Kilowatts
2019,ELEXPUS,Electricity Exports in Million Kilowatthours,20008,Million Kilowatthours
2019,ELEXBUS,Electricity Exports in Trillion Btu,68.267,Trillion Btu
2019,ELETPUS,"Electricity Net Generation Total (including from sources not shown), All Sectors in Million Kilowatthours",4130573.88,Million Kilowatthours
2019,ELEGPUS,"Electricity Net Generation Total (including from sources not shown), Electric Power Sector in Million Kilowatthours",3968347.528,Million Kilowatthours
2019,ELDUPUS,Electricity Direct Use in Million Kilowatthours,143270.338,Million Kilowatthours
2019,ELC9PUS,"Total Commercial Sector, Net Summer Capacity in Million Kilowatts",4.571,Million Kilowatts
2019,ELC5PUS,"Electricity Net Generation Total (including from sources not shown), Commercial Sector in Million Kilowatthours",13688.95,Million Kilowatthours
2019,DSWHUUS,Average Refiner Price of No. 2 Diesel Fuel for Resale in Dollars per Gallon Excluding Taxes,1.958,Dollars per Gallon Excluding Taxes
2019,DSTCUUS,Average Refiner Price of No. 2 Diesel Fuel to End Users in Dollars per Gallon Excluding Taxes,2.114,Dollars per Gallon Excluding Taxes
2019,DRGVBUS,U.S. Government Fuel Oil Consumption in Trillion Btu,127.2,Trillion Btu
2019,DMTCKUS,Distillate Fuel Oil Consumption Heat Content in Million Btu per Barrel,5.771,Million Btu per Barrel
2019,DMTCEUS,"Distillate Fuel Oil, Excluding Biodiesel, CO2 Emissions in Million Metric Tons of Carbon Dioxide",620.825,Million Metric Tons of Carbon Dioxide
2019,DMACEUS,"Distillate Fuel Oil, Excluding Biodiesel, Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",468.479,Million Metric Tons of Carbon Dioxide
2019,DKL1PUS,"Distillate Fuel Oil Consumption for Electricity Generation, Electric Power Sector in Thousand Barrels",9253.734,Thousand Barrels
2019,DKERDUS,"Average Cost of Distillate Fuel Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",15.19,"Dollars per Million Btu, Including Taxes"
2019,DKEPPUS,"Distillate Fuel Oil Consumption for Electricity Generation, All Sectors in Thousand Barrels",9620.419,Thousand Barrels
2019,DKEIZUS,Distillate Fuel Oil Consumed by the Electric Power Sector in Thousand Barrels per Day,25.579,Thousand Barrels per Day
2019,DKEIPUS,"Distillate Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Barrels",9336.188,Thousand Barrels
2019,DKEIEUS,"Distillate Fuel, Including Kerosene-Type Jet Fuel, Oil Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide",3.995,Million Metric Tons of Carbon Dioxide
2019,DKEIBUS,Distillate Fuel Oil Consumed by the Electric Power Sector in Trillion Btu,53.879,Trillion Btu
2019,DKECPUS,"Distillate Fuel Oil Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Barrels",10369.104,Thousand Barrels
2019,DHTWPUS,"Wells Drilled, Dry in Number",1935,Number
2019,DFTCPUS,Distillate Fuel Oil Product Supplied in Thousand Barrels per Day,4103.454,Thousand Barrels per Day
2019,DFTCBUS,Distillate Fuel Oil Product Supplied in Trillion Btu,8624.929,Trillion Btu
2019,DFROPUS,Distillate Fuel Oil Refinery and Blender Net Production in Thousand Barrels per Day,5137.027,Thousand Barrels per Day
2019,DFRCPUS,Distillate Fuel Oil Consumed by the Residential Sector in Thousand Barrels per Day,223.405,Thousand Barrels per Day
2019,DFRCEUS,Distillate Fuel Oil Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,34.889,Million Metric Tons of Carbon Dioxide
2019,DFRCBUS,Distillate Fuel Oil Consumed by the Residential Sector in Trillion Btu,470.583,Trillion Btu
2019,DFPSPUS,"Distillate Fuel Oil Stocks, End of Period in Million Barrels",140.083,Million Barrels
2019,DFONUUS,On-Highway Diesel Fuel Average Price in Dollars per Gallon Including Taxes,3.056,Dollars per Gallon Including Taxes
2019,DFMIRUS,Diesel Light-Duty Vehicles in Miles per Vehicle,9792,Miles per Vehicle
2019,DFIMPUS,Distillate Fuel Oil Imports in Thousand Barrels per Day,202.427,Thousand Barrels per Day
2019,DFICPUS,Distillate Fuel Oil Consumed by the Industrial Sector in Thousand Barrels per Day,572.504,Thousand Barrels per Day
2019,DFICEUS,Distillate Fuel Oil Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,89.202,Million Metric Tons of Carbon Dioxide
2019,DFICBUS,Distillate Fuel Oil Consumed by the Industrial Sector in Trillion Btu,1205.93,Trillion Btu
2019,DFEXPUS,Distillate Fuel Oil Exports in Thousand Barrels per Day,1305.91,Thousand Barrels per Day
2019,DFEKPUS,"Distillate Fuel Oil Stocks, Electric Power Sector, End of Period in Thousand Barrels",16732.62,Thousand Barrels
2019,DFCCPUS,Distillate Fuel Oil Consumed by the Commercial Sector in Thousand Barrels per Day,155.35,Thousand Barrels per Day
2019,DFCCEUS,Distillate Fuel Oil Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,24.261,Million Metric Tons of Carbon Dioxide
2019,DFCCBUS,Distillate Fuel Oil Consumed by the Commercial Sector in Trillion Btu,327.231,Trillion Btu
2019,DFACPUS,Distillate Fuel Oil Consumed by the Transportation Sector in Thousand Barrels per Day,3126.617,Thousand Barrels per Day
2019,DFACBUS,Distillate Fuel Oil Consumed by the Transportation Sector in Trillion Btu,6567.305,Trillion Btu
2019,D2WHUUS,Average Refiner Price of No. 2 Fuel Oil for Resale in Dollars per Gallon Excluding Taxes,1.895,Dollars per Gallon Excluding Taxes
2019,D2TCUUS,Average Refiner Price of No. 2 Fuel Oil to End Users in Dollars per Gallon Excluding Taxes,2.269,Dollars per Gallon Excluding Taxes
2019,D2RCOUS,Average Cost of Residential Heating Oil in Real (1982-1984) Dollars per Gallon,Not Available,Real (1982-1984) Dollars per Gallon
2019,D2RCAUS,Average Cost of Residential Heating Oil in Real (1982-1984) Dollars per Million Btu,Not Available,Real (1982-1984) Dollars per Million Btu
2019,CYL9SUS,"Natural Gas Combined Cycle Plants Electric Power Sector Generating Units, Capacity Factor  in Percent",57,Percent
2019,CYI9SUS,"Natural Gas Combined Cycle Plants Industrial Sector Generating Units, Capacity Factor in Percent",73.4,Percent
2019,CYCASUS,"Natural Gas Combined Cycle Plants Generating Units, Capacity Factor in Percent",57.4,Percent
2019,CYC9SUS,"Natural Gas Combined Cycle Plants Commercial Sector Generating Units, Capacity Factor in Percent",51,Percent
2019,CPUCIUS,Consumer Price Index (Urban) in Index 1982-1984 = 100,255.657,Index 1982-1984 = 100
2019,COSXPUS,"Crude Oil Stocks, Non-Strategic Petroleum Reserve, End of Period in Million Barrels",432.772,Million Barrels
2019,COSQPUS,"Crude Oil Stocks, Strategic Petroleum Reserve, End of Period in Million Barrels",634.967,Million Barrels
2019,CORIPUS,Crude Oil Refinery and Blender Net Input in Thousand Barrels per Day,16562.729,Thousand Barrels per Day
2019,COQIPUS,"Crude Oil Imports, Strategic Petroleum Reserve in Thousand Barrels per Day",Not Available,Thousand Barrels per Day
2019,COPSPUS,"Crude Oil Stocks, Total, End of Period in Million Barrels",1067.739,Million Barrels
2019,COPRKUS,Crude Oil Production Heat Content in Million Btu per Barrel,5.698,Million Btu per Barrel
2019,CONIBUS,Crude Oil Net Imports in Quadrillion Btu,8.833138,Quadrillion Btu
2019,COIMUVE,Average Landed Cost of Crude Oil Imports From Venezuela in Dollars per Barrel,52.36,Dollars per Barrel
2019,COIMUUS,Average Landed Cost of Crude Oil Imports in Dollars per Barrel,56.6,Dollars per Barrel
2019,COIMUUK,Average Landed Cost of Crude Oil Imports From United Kingdom in Dollars per Barrel,66.65,Dollars per Barrel
2019,COIMUSA,Average Landed Cost of Crude Oil Imports From Saudi Arabia in Dollars per Barrel,64.86,Dollars per Barrel
2019,COIMUPG,Average Landed Cost of Crude Oil Imports From Persian Gulf Nations in Dollars per Barrel,63.27,Dollars per Barrel
2019,COIMUOP,Average Landed Cost of Crude Oil Imports From All OPEC Countries in Dollars per Barrel,63.41,Dollars per Barrel
2019,COIMUNT,Average Landed Cost of Crude Oil Imports From All Non-OPEC Countries in Dollars per Barrel,54.65,Dollars per Barrel
2019,COIMUNI,Average Landed Cost of Crude Oil Imports From Nigeria in Dollars per Barrel,68.78,Dollars per Barrel
2019,COIMUMX,Average Landed Cost of Crude Oil Imports From Mexico in Dollars per Barrel,57.96,Dollars per Barrel
2019,COIMUCN,Average Landed Cost of Crude Oil Imports From Canada in Dollars per Barrel,51.1,Dollars per Barrel
2019,COIMUCL,Average Landed Cost of Crude Oil Imports From Colombia in Dollars per Barrel,62.83,Dollars per Barrel
2019,COIMUAQ,Average Landed Cost of Crude Oil Imports From Angola in Dollars per Barrel,68.58,Dollars per Barrel
2019,COIMPUS,"Crude Oil Imports, Total in Thousand Barrels per Day",6800.91,Thousand Barrels per Day
2019,COIMKUS,Crude Oil Imports Heat Content in Million Btu per Barrel,6.061,Million Btu per Barrel
2019,COIMBUS,Crude Oil Imports in Trillion Btu,15045.414,Trillion Btu
2019,COFMUVE,Average Free on Board Cost of Crude Oil Imports From Venezuela in Dollars per Barrel,48.57,Dollars per Barrel
2019,COFMUUS,Average Free on Board Cost of Crude Oil Imports in Dollars per Barrel,54.27,Dollars per Barrel
2019,COFMUUK,Average Free on Board Cost of Crude Oil Imports From United Kingdom in Dollars per Barrel,65.2,Dollars per Barrel
2019,COFMUSA,Average Free on Board Cost of Crude Oil Imports From Saudi Arabia in Dollars per Barrel,63.48,Dollars per Barrel
2019,COFMUPG,Average Free on Board Cost of Crude Oil Imports From Persian Gulf Nations in Dollars per Barrel,61.43,Dollars per Barrel
2019,COFMUOP,Average Free on Board Cost of Crude Oil Imports From All OPEC Countries in Dollars per Barrel,62.11,Dollars per Barrel
2019,COFMUNT,Average Free on Board Cost of Crude Oil Imports From All Non-OPEC Countries in Dollars per Barrel,52.36,Dollars per Barrel
2019,COFMUNI,Average Free on Board Cost of Crude Oil Imports From Nigeria in Dollars per Barrel,67.21,Dollars per Barrel
2019,COFMUMX,Average Free on Board Cost of Crude Oil Imports From Mexico in Dollars per Barrel,56.72,Dollars per Barrel
2019,COFMUCL,Average Free on Board Cost of Crude Oil Imports From Colombia in Dollars per Barrel,60.61,Dollars per Barrel
2019,COFMUAQ,Average Free on Board Cost of Crude Oil Imports From Angola in Dollars per Barrel,66.97,Dollars per Barrel
2019,COEXPUS,Crude Oil Exports in Thousand Barrels per Day,2981.768,Thousand Barrels per Day
2019,COEXKUS,Crude Oil Exports Heat Content in Million Btu per Barrel,5.708,Million Btu per Barrel
2019,COEXBUS,Crude Oil Exports in Trillion Btu,6212.276,Trillion Btu
2019,CODPUUS,Average Crude Oil Domestic First Purchase Price in Dollars per Barrel,55.59,Dollars per Barrel
2019,CLTCPUS,"Coal Consumption, Total in Thousand Short Tons",586543.37,Thousand Short Tons
2019,CLTCKUS,"Coal Consumption, Total Heat Content in Million Btu per Short Ton",19.292,Million Btu per Short Ton
2019,CLTCBUS,Coal Consumption in Trillion Btu,11315.595,Trillion Btu
2019,CLSOPUS,"Coal Stocks, Industrial Sector, Other, End of Period in Thousand Short Tons",3258.337,Thousand Short Tons
2019,CLSKPUS,"Coal Stocks, Industrial Sector, Coke Plants, End of Period in Thousand Short Tons",2332.951,Thousand Short Tons
2019,CLSJPUS,"Coal Stocks, End-Use Sectors Total, End of Period in Thousand Short Tons",5837.736,Thousand Short Tons
2019,CLSIPUS,"Coal Stocks, Industrial Sector, Total, End of Period in Thousand Short Tons",5591.288,Thousand Short Tons
2019,CLSHPUS,"Coal Stocks, Residential and Commercial Sectors, End of Period in Thousand Short Tons",246.448,Thousand Short Tons
2019,CLSDPUS,"Coal Stocks, Producers and Distributors, End of Period in Thousand Short Tons",31320,Thousand Short Tons
2019,CLSCPUS,Coal Stock Change in Thousand Short Tons,35463.352,Thousand Short Tons
2019,CLRCPUS,Coal Consumed by the Residential Sector in Thousand Short Tons,Not Available,Thousand Short Tons
2019,CLRCEUS,Coal Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,Not Available,Million Metric Tons of Carbon Dioxide
2019,CLRCBUS,Coal Consumed by the Residential Sector in Trillion Btu,Not Available,Trillion Btu
2019,CLPSPUS,"Coal Stocks, Total, End of Period in Thousand Short Tons",165259.836,Thousand Short Tons
2019,CLPRPUS,Coal Production in Thousand Short Tons,706309.263,Thousand Short Tons
2019,CLPRKUS,Coal Production Heat Content in Million Btu per Short Ton,20.053,Million Btu per Short Ton
2019,CLPRBUS,Coal Production in Trillion Btu,14255.763,Trillion Btu
2019,CLOCPUS,"Coal Consumed by the Other Industrial Sector, Total in Thousand Short Tons",29095.277,Thousand Short Tons
2019,CLOCKUS,"Coal Consumption, Industrial Sector, Other Heat Content in Million Btu per Short Ton",20.721,Million Btu per Short Ton
2019,CLNIPUS,Coal Net Imports in Thousand Short Tons,-87067.514,Thousand Short Tons
2019,CLNIBUS,Coal Net Imports in Quadrillion Btu,-2.16743,Quadrillion Btu
2019,CLNFPUS,Coal Non-Combustion Consumption in Thousand Short Tons,520.42,Thousand Short Tons
2019,CLNFBUS,Coal Non-Combustion Consumption in Quadrillion Btu,.016657,Quadrillion Btu
2019,CLLUPUS,Coal Losses and Unaccounted for in Thousand Short Tons,5238.447,Thousand Short Tons
2019,CLL9SUS,"Coal Electric Power Sector Generating Units, Capacity Factor in Percent",47.5,Percent
2019,CLL9PUS,"Coal Electric Power Sector, Net Summer Capacity in Million Kilowatts",226.809,Million Kilowatts
2019,CLL1PUS,"Coal Consumption for Electricity Generation, Electric Power Sector in Thousand Short Tons",535382.482,Thousand Short Tons
2019,CLKCPUS,"Coal Consumed by the Industrial Sector, Coke Plants in Thousand Short Tons",17966.555,Thousand Short Tons
2019,CLKCKUS,"Coal Consumption, Industrial Sector, Coke Plants Heat Content in Million Btu per Short Ton",28.629,Million Btu per Short Ton
2019,CLIMPUS,Coal Imports in Thousand Short Tons,6697.137,Thousand Short Tons
2019,CLIMKUS,Coal Imports Heat Content in Million Btu per Short Ton,20.558,Million Btu per Short Ton
2019,CLIMBUS,Coal Imports in Trillion Btu,137.68,Trillion Btu
2019,CLICPUS,"Coal Consumed by the Industrial Sector, Total in Thousand Short Tons",47061.832,Thousand Short Tons
2019,CLICEUS,Coal Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,104.72,Million Metric Tons of Carbon Dioxide
2019,CLICBUS,Coal Consumed by the Industrial Sector in Trillion Btu,1117.248,Trillion Btu
2019,CLI9SUS,"Coal Industrial Sector Generating Units, Capacity Factor in Percent",41.6,Percent
2019,CLI9PUS,"Coal Industrial Sector, Net Summer Capacity in Million Kilowatts",1.725,Million Kilowatts
2019,CLI5PUS,"Electricity Net Generation From Coal, Industrial Sector in Million Kilowatthours",5957.26,Million Kilowatthours
2019,CLI4PUS,"Coal Consumed by the Other Industrial Sector, Non-CHP in Thousand Short Tons",18203.168,Thousand Short Tons
2019,CLI3PUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Industrial Sector in Thousand Short Tons",10892.109,Thousand Short Tons
2019,CLI1PUS,"Coal Consumption for Electricity Generation, Industrial Sector in Thousand Short Tons",2161.022,Thousand Short Tons
2019,CLHCKUS,"Coal Consumption, Residential and Commercial Sectors Heat Content in Million Btu per Short Ton",19.084,Million Btu per Short Ton
2019,CLGVBUS,U.S. Government Coal Consumption in Trillion Btu,5,Trillion Btu
2019,CLGBPUS,"Coal, Net Summer Capacity  in Million Kilowatts",228.657,Million Kilowatts
2019,CLEXPUS,Coal Exports in Thousand Short Tons,93764.651,Thousand Short Tons
2019,CLEXKUS,Coal Exports Heat Content in Million Btu per Short Ton,24.584,Million Btu per Short Ton
2019,CLEXBUS,Coal Exports in Trillion Btu,2305.11,Trillion Btu
2019,CLETPUS,"Electricity Net Generation From Coal, All Sectors in Million Kilowatthours",964956.812,Million Kilowatthours
2019,CLETKUS,Approximate Coal Heat Rate in Btu per Kilowatthour,10551,Btu per Kilowatthour
2019,CLERDUS,"Average Cost of Coal Receipts at Electric Generating Plants in Dollars per Million Btu, Including Taxes",2.02,"Dollars per Million Btu, Including Taxes"
2019,CLEPPUS,"Coal Consumption for Electricity Generation, All Sectors in Thousand Short Tons",537619.957,Thousand Short Tons
2019,CLEKPUS,"Coal Stocks, Electric Power Sector, End of Period in Thousand Short Tons",128102.1,Thousand Short Tons
2019,CLEIPUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Electric Power Sector in Thousand Short Tons",538605.6,Thousand Short Tons
2019,CLEIKUS,"Coal Consumption, Electric Power Sector Heat Content in Million Btu per Short Ton",18.903,Million Btu per Short Ton
2019,CLEIEUS,Coal Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,973.6,Million Metric Tons of Carbon Dioxide
2019,CLEIBUS,Coal Consumed by the Electric Power Sector in Trillion Btu,10181.262,Trillion Btu
2019,CLEGPUS,"Electricity Net Generation From Coal, Electric Power Sector in Million Kilowatthours",958731.995,Million Kilowatthours
2019,CLECPUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, All Sectors in Thousand Short Tons",550016.708,Thousand Short Tons
2019,CLCCPUS,"Coal Consumed by the Commercial Sector, Total in Thousand Short Tons",875.938,Thousand Short Tons
2019,CLCCEUS,Coal Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,1.6,Million Metric Tons of Carbon Dioxide
2019,CLCCBUS,Coal Consumed by the Commercial Sector in Trillion Btu,16.716,Trillion Btu
2019,CLCASUS,"Coal Generating Units, Capacity Factor in Percent",47.5,Percent
2019,CLC9SUS,"Coal Commercial Sector Generating Units, Capacity Factor in Percent",30.2,Percent
2019,CLC9PUS,"Coal Commercial Sector, Net Summer Capacity in Million Kilowatts",.123,Million Kilowatts
2019,CLC5PUS,"Electricity Net Generation From Coal, Commercial Sector in Million Kilowatthours",267.556,Million Kilowatthours
2019,CLC4PUS,"Coal Consumed by the Commercial Sector, Other in Thousand Short Tons",356.939,Thousand Short Tons
2019,CLC3PUS,"Coal Consumption for Electricity Generation and Useful Thermal Output, Commercial Sector in Thousand Short Tons",518.999,Thousand Short Tons
2019,CLC1PUS,"Coal Consumption for Electricity Generation, Commercial Sector in Thousand Short Tons",76.453,Thousand Short Tons
2019,CLACPUS,Coal Consumed by the Transportation Sector in Thousand Short Tons,0,Thousand Short Tons
2019,CLACEUS,Coal Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,0,Million Metric Tons of Carbon Dioxide
2019,CLACBUS,Coal Consumed by the Transportation Sector in Trillion Btu,0,Trillion Btu
2019,CKTCEUS,"Coal, Including Coal Coke Net Imports, CO2 Emissions in Million Metric Tons of Carbon Dioxide",1077.52,Million Metric Tons of Carbon Dioxide
2019,CDTPRUS,Total Energy CO2 Emissions per Capita in Metric Tons Carbon Dioxide,15.7,Metric Tons Carbon Dioxide
2019,CDEGRUS,Total Energy CO2 Emissions per Real Dollar of GDP in Metric Tons Carbon Dioxide per Million Chained (2017) Dollars,248,Metric Tons Carbon Dioxide per Million Chained (2017) Dollars
2019,CCNIEUS,Coal Coke Net Imports CO2 Emissions in Million Metric Tons of Carbon Dioxide,-2.401,Million Metric Tons of Carbon Dioxide
2019,CCNIBUS,Coal Coke Net Imports in Quadrillion Btu,-.021122,Quadrillion Btu
2019,CCIMBUS,Coal Coke Imports in Trillion Btu,2.868,Trillion Btu
2019,CCIEKUS,Coal Coke Imports and Exports Heat Content in Million Btu per Short Ton,24.8,Million Btu per Short Ton
2019,CCEXBUS,Coal Coke Exports in Trillion Btu,23.99,Trillion Btu
2019,BTVHNUS,Battery Electric Light-Duty Vehicles in Thousands of Registered Vehicles,756.288,Thousands of Registered Vehicles
2019,BTMIRUS,Battery Electric Light-Duty Vehicles in Miles per Vehicle,6060,Miles per Vehicle
2019,BTL9SUS,"Battery Storage Electric Power Sector Generating Units, Usage Factor in Percent",5.5,Percent
2019,BTL9PUS,"Battery Storage Electric Power Sector, Net Summer Capacity in Million Kilowatts",.974,Million Kilowatts
2019,BTI9SUS,"Battery Storage Industrial Sector Generating Units, Usage Factor in Percent",15.3,Percent
2019,BTI9PUS,"Battery Storage Industrial Sector, Net Summer Capacity in Million Kilowatts",.003,Million Kilowatts
2019,BTGBPUS,"Battery Storage, Net Summer Capacity in Million Kilowatts",1.015,Million Kilowatts
2019,BTCASUS,"Battery Storage Generating Units, Usage Factor in Percent",5.4,Percent
2019,BTC9SUS,"Battery Storage Commercial Sector Generating Units, Usage Factor in Percent",1,Percent
2019,BTC9PUS,"Battery Storage Commercial Sector, Net Summer Capacity in Million Kilowatts",.038,Million Kilowatts
2019,BOTCPUS,Other Biofuels Consumption in Thousand Barrels,795.153,Thousand Barrels
2019,BOTCMUS,Other Biofuels Consumption in Million Gallons,33.396,Million Gallons
2019,BOTCBUS,Other Biofuels Consumption in Trillion Btu,4.261,Trillion Btu
2019,BOSCPUS,Other Biofuels Stock Change in Thousand Barrels,-4,Thousand Barrels
2019,BOPSPUS,Other Biofuels Stocks in Thousand Barrels,50,Thousand Barrels
2019,BOPRPUS,Other Biofuels Production in Thousand Barrels,791.153,Thousand Barrels
2019,BOPRMUS,Other Biofuels Production in Million Gallons,33.228,Million Gallons
2019,BOPRBUS,Other Biofuels Production in Trillion Btu,4.24,Trillion Btu
2019,BONIPUS,Other Biofuels Net Imports in Thousand Barrels,No Data Reported,Thousand Barrels
2019,BOLCBUS,Other Biofuels Losses and Co-products in Trillion Btu,Not Available,Trillion Btu
2019,BOIMPUS,Other Biofuels Imports in Thousand Barrels,No Data Reported,Thousand Barrels
2019,BOFDBUS,Other Biofuels Feedstock in Trillion Btu,Not Available,Trillion Btu
2019,BOEXPUS,Other Biofuels Exports in Thousand Barrels,Not Available,Thousand Barrels
2019,BOACBUS,Other Biofuels Consumed by the Transportation Sector  in Trillion Btu,4.261,Trillion Btu
2019,BMTCEUS,Biomass CO2 Emissions in Million Metric Tons of Carbon Dioxide,348.863,Million Metric Tons of Carbon Dioxide
2019,BMTCBUS,Total Biomass Energy Consumption in Trillion Btu,5047.849,Trillion Btu
2019,BMRCEUS,Biomass Residential Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,51.349,Million Metric Tons of Carbon Dioxide
2019,BMRCBUS,Biomass Energy Consumed by the Residential Sector in Trillion Btu,547.427,Trillion Btu
2019,BMPRBUS,Total Biomass Energy Production in Trillion Btu,5206.851,Trillion Btu
2019,BMNIBUS,Biomass Net Imports in Quadrillion Btu,-.168081,Quadrillion Btu
2019,BML9SUS,"Biomass Electric Power Sector Generating Units, Capacity Factor in Percent",59.5,Percent
2019,BMICEUS,Biomass Industrial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,147.387,Million Metric Tons of Carbon Dioxide
2019,BMICBUS,Total Biomass Energy Consumed by the Industrial Sector in Trillion Btu,2416.49,Trillion Btu
2019,BMI9SUS,"Biomass Industrial Sector Generating Units, Capacity Factor in Percent",62.2,Percent
2019,BMEXBUS,Biomass Exports in Quadrillion Btu,.239853,Quadrillion Btu
2019,BMEIEUS,Biomass Electric Power Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,41.268,Million Metric Tons of Carbon Dioxide
2019,BMEIBUS,Total Biomass Energy Consumed by the Electric Power Sector in Trillion Btu,448.137,Trillion Btu
2019,BMCCEUS,Biomass Commercial Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,12.279,Million Metric Tons of Carbon Dioxide
2019,BMCCBUS,Total Biomass Energy Consumed by the Commercial Sector in Trillion Btu,139.204,Trillion Btu
2019,BMCASUS,"Biomass Generating Units, Capacity Factor in Percent",60.3,Percent
2019,BMC9SUS,"Biomass Commercial Sector Generating Units, Capacity Factor in Percent",52.3,Percent
2019,BMACEUS,Biomass Transportation Sector CO2 Emissions in Million Metric Tons of Carbon Dioxide,96.581,Million Metric Tons of Carbon Dioxide
2019,BMACBUS,Total Biomass Energy Consumed by the Transportation Sector in Trillion Btu,1496.591,Trillion Btu
2019,BFTCBUS,Biofuels Consumption in Trillion Btu,2376.238,Trillion Btu
2019,BFPRBUS,Biofuels Production in Trillion Btu,2431.597,Trillion Btu
2019,BFLCBUS,Biomass Losses and Co-products in the Industrial Sector in Trillion Btu,834.983,Trillion Btu
2019,BFIMBUS,Biomass Imports in Trillion Btu,71.772,Trillion Btu
2019,BDTCPUS,Biodiesel Consumption in Thousand Barrels,43162.919,Thousand Barrels
2019,BDTCMUS,Biodiesel Consumption in Million Gallons,1812.843,Million Gallons
